swe_start_m,-385.89738334178054
airtemp_max_C,27.01191745987985
airtemp_min_C,165.7304005773966
airtemp_mean_C,58.559708103400155
precip_start_m,1226.8882283311527
precip_incr_m,-10.181146630721107
swe_cumsum,-2.5435102767553732
stn_1059_cochetopa_pass,51.26109862228719
stn_409_columbine_pass,-106.53722335504254
stn_538_idarado,-18.802968516042583
stn_618_mcclure_pass,-43.53844231842769
stn_622_mesa_lakes,-14.914008673847642
stn_669_north_lost_trail,-60.202038379430185
stn_675_overland_reservoir,26.5390561290064
stn_680_park_cone,135.05465281046204
stn_682_park_reservoir,-54.527283650773875
stn_701_porphyry_creek,140.26799260373707
stn_713_red_mtn_pass,-63.3774797720686
stn_737_schofield_pass,-115.2005120250368
stn_762_slumgullion,142.11437103076636
