swe_start_m,0.0
airtemp_max_C,-22.241149454705205
airtemp_min_C,2.4015181628609206
airtemp_mean_C,16.334920133801504
precip_start_m,-7.564945340240343
precip_incr_m,73.9670344843952
swe_cumsum,-5.758659388494092
stn_1059_cochetopa_pass,38.86394151075591
stn_409_columbine_pass,-0.009038255265067352
stn_538_idarado,-0.739006708664823
stn_618_mcclure_pass,-1.0035697219040827
stn_622_mesa_lakes,-1.5790411383877492
stn_669_north_lost_trail,-0.9174087348357413
stn_675_overland_reservoir,-1.3231701284101955
stn_680_park_cone,-0.8607694068896303
stn_682_park_reservoir,2.391337937729193
stn_701_porphyry_creek,-2.181724198139734
stn_713_red_mtn_pass,2.2518784708662394
stn_737_schofield_pass,-1.7126366816128729
stn_762_slumgullion,0.9920349275808191
